#NAME	subject1	subject2	subject3	subject4	subject5	subject6	subject7	subject8	subject9	subject10	subject11	subject12	subject13	subject14	subject15	subject16	subject17	subject18	subject19	subject20
K01101	3345	4408	15419	27292	10916	28051	1376	25001	40338	4516	11131	41690	10093	18335	8884	6182	10046	9905	36942	7317
K01103	128	543	181	11	118	13	401	117	512	89	1119	281	9	512	1300	9	1145	7	429	68
K01106	1	1	5	1	4	4	70	41	29	43	3	38	53	56	20	8	37	22	41	11
K01107	0	11	0	2	0	0	4	1	2	10	0	0	0	0	0	5	0	0	1	0
K01108	895	218	1165	792	301	710	536	1445	29	362	236	931	135	2069	105	4174	254	889	795	292
K01109	5	0	0	23	16	0	0	5	2	39	0	4	2	0	25	2	4	9	12	0
K01110	38	1	1	3	0	18	1	2	5	3	21	44	4	43	38	12	9	4	0	35
K01113	15714	26360	13951	8508	5448	7772	3908	10524	12126	5663	4144	900	36287	6226	12357	13062	7157	19895	5415	14753
K01114	2949	346	4643	31	889	2056	1782	648	8608	791	2226	2213	5045	152	585	337	324	2434	295	1862
K01115	0	0	2	0	1	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0
K01116	12765	7091	36766	31250	37630	50946	60389	106807	57955	15792	64748	40786	9138	74613	28863	15144	30279	22490	83356	78454
K01117	9	74	63	0	0	0	8	2	13	16	5	7	39	204	5	26	1	13	96	6
K01119	0	3	0	0	0	272	0	2	27	156	63	14	7	11	55	6	170	0	39	193
K01120	309	1444	1477	644	267	82	599	177	1001	173	169	879	23	192	203	98	110	9	783	39
K01122	132	960	716	1076	554	486	558	388	104	420	1657	258	588	639	937	681	1450	130	1444	916
K01123	0	0	0	2	112	1	19	0	10	1	0	2	21	0	29	3	10	0	6	1
K01125	0	0	0	3	0	5	2	1	7	1	6	34	1	0	0	0	2	0	3	9
K01126	894	1196	572	423	1549	426	422	2036	2146	456	60	198	873	2524	458	790	907	3837	510	197
K01127	53	558	44	1	8	1	12	13	23	25	19	0	13	109	29	244	31	80	47	10
K01129	29852	6655	13085	9180	6999	9102	14424	4607	12306	22336	9065	8348	7241	8611	5757	23459	20118	3062	6952	27891
K01130	25	16	40	21	8	0	31	0	4	13	67	8	0	53	22	40	2	7	24	27
K01131	3299	270	320	1459	270	1602	162	908	708	205	386	736	824	807	28	1330	64	75	0	0
K01132	19137	28712	39760	8315	21715	1270	35575	14351	24133	17356	28024	1264	26202	11934	72132	5352	826	20675	18770	65296
K01134	3	0	0	8	0	23	18	13	2	22	0	8	1	0	10	5	10	8	0	2
K01135	89	11	45	10	6	247	154	0	173	56	262	17	31	15	1	5	78	4	2	427
K01136	214	139	310	130	70	39	185	105	73	745	187	97	12	452	242	16	5	158	4	35
K01137	5	6	4	5	0	0	4	1	0	0	2	1	1	2	1	0	27	0	2	0
K01139	9	168	191	25	16	237	398	95	300	918	57	364	53	9	230	49	19	80	411	41
K01141	24	72	272	25	55	388	21	124	75	0	699	19	16	44	249	453	237	57	814	1
K01142	8	1	0	5	17	3	0	0	1	1	2	0	9	0	0	1	0	1	0	2
K01148	0	0	12	2	0	0	0	9	0	2	0	0	3	0	8	0	0	0	0	0
K01151	1	1	0	7	3	2	0	0	0	2	2	0	0	16	0	0	0	1	0	0
K01158	0	6	16	227	1	145	10	19	67	1	7	0	1	6	1	63	1	52	35	51
K01159	15892	32428	18381	7854	11480	18694	135738	5758	24960	28502	56904	16857	21969	13359	34066	4175	15270	49741	25723	21081
K01164	573	2331	9510	908	3665	1235	4158	1739	786	1353	464	156	218	7080	499	1177	2779	12612	1591	2131
K01165	24	2	0	3	0	1	16	0	0	69	10	3	3	9	16	8	6	13	2	0
K01173	205399	177177	42129	154545	216326	49124	38755	135727	158323	100761	93798	103165	133744	91610	46035	90503	135209	166870	149936	45817
K01176	8642	9487	2049	9710	4025	942	1326	899	1965	5681	8167	1227	1652	4424	6835	7226	5420	6854	18118	9805
K01177	121396	70647	51848	49432	69851	86935	18845	68615	247382	58540	83400	38312	19506	105379	33619	34869	168910	186058	113116	45537
K01178	86866	58868	59016	18478	27422	23828	13875	49368	15400	47623	105996	12672	11461	36431	22220	33334	1778	22041	23125	95810
K01179	0	71	0	32	12	10	9	44	6	100	6	0	41	0	45	15	3	2	45	5
K01182	10	47	49	185	35	176	19	31	3	72	6	5	22	6	11	127	2	5	65	6
K01183	0	3	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0
K01184	19761	47871	14337	26730	25894	24385	109647	85771	56042	12075	36009	56159	15644	127853	46058	12908	52673	27412	3969	82900
K01186	0	0	1	0	0	0	1	7	4	0	2	2	0	4	0	2	0	0	0	3
K01187	2718	2583	16	12395	189	155	5199	129	429	570	58	2420	3773	346	471	1495	39	1171	1279	382
K01188	0	2	1	0	0	1	3	1	0	3	4	1	1	2	4	0	0	1	0	1
K01189	111	131	41	131	50	0	374	164	573	103	1	179	118	56	604	124	111	366	115	6
K01190	143	39	45	8	16	6	127	221	25	43	9	38	8	54	73	2	118	53	15	31
K01191	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K01192	361	409	252	3471	450	221	600	107	1318	6	3406	744	1737	783	324	1380	963	442	873	635
K01193	636	213	2458	9	738	1900	1704	70	152	4637	2785	3250	213	497	146	250	1091	269	212	295
K01194	3	2	0	0	1	0	1	6	0	1	0	0	1	0	2	0	0	1	1	0
K01195	15	0	20	15	0	4	5	2	0	2	17	7	11	42	1	7	0	10	35	5
K01196	33	72	50	22	3	20	41	80	103	95	5	17	6	170	10	15	22	16	162	110
K01197	112	9822	11783	5720	2407	3588	504	8011	13626	3466	6561	1123	995	2102	3236	2255	1615	6783	1221	6365
K01198	0	8	0	0	0	0	0	0	3	9	0	0	2	1	4	0	4	0	3	0
K01199	79624	53572	47259	15161	2291	2807	13123	8703	15656	15487	9382	16808	33559	12985	520	3852	46339	18877	5426	70813
K01201	9468	3377	6256	3819	5742	6449	424	12810	6828	1799	1053	4073	1789	5646	908	1593	14714	2362	12193	3308
K01202	0	0	1	10	0	1	16	0	1	0	1	0	0	1	0	2	1	0	1	0
K01203	28	5	129	49	54	5	39	21	6	40	823	18	145	30	153	33	2	6	72	92
K01204	4	3	22	1	10	5	0	0	36	0	0	10	12	17	1	0	0	0	0	7
K01205	0	1	0	0	4	0	0	4	0	3	0	2	2	1	0	0	0	1	0	0
K01206	0	0	5	0	0	0	1	4	1	0	0	4	0	0	0	0	2	8	7	0
K01207	28060	24606	23576	19622	19587	3374	22861	18634	12862	6093	12010	14245	8703	20127	48213	16307	9146	63712	40440	23909
K01208	5909	34491	47314	1427	4795	17319	7452	27973	15972	2252	4584	175	28678	16144	6719	39297	8030	7412	34932	27976
K01209	0	5	1	1	1	4	2	7	9	0	11	0	20	3	25	14	1	0	0	13
K01210	60	218	5	91	44	1	82	122	31	189	16	7	14	2	17	0	5	7	11	22
K01212	2715	19981	16556	22186	28182	48039	37533	3339	17936	7387	1280	26672	41650	20196	5454	10829	944	39023	15347	61535
K01213	6808	5055	255	3897	8192	2442	651	19526	5367	3450	1562	2571	939	3843	5261	2141	1582	2704	4388	3565
K01217	7	26	13	21	0	18	36	12	4	3	17	75	22	7	0	9	7	0	18	0
K01218	0	0	0	0	1	2	0	0	0	2	0	0	1	0	0	0	0	0	0	0
K01220	8	0	2	2	0	1	30	0	0	2	0	4	16	0	0	1	6	0	1	5
K01222	6	4	2	1	0	6	0	1	4	2	2	0	0	5	1	3	3	1	4	0
K01223	0	0	2	0	0	0	1	0	0	1	3	0	0	0	0	1	0	0	0	1
K01225	1	8	225	4	114	46	46	26	20	123	67	2	0	10	27	56	9	8	35	111
K01226	77	78	130	30	87	4	5	2	12	29	2	0	83	20	139	51	28	19	4	0
K01227	187	1623	10241	2949	10640	1293	10387	18079	8717	26518	10174	3485	3162	577	15188	6006	5683	41151	13101	18814
K01228	5021	6057	5524	1831	6692	289	6170	6969	8051	5831	11681	3138	8223	10388	391	1000	738	1206	1610	2980
K01229	197	16	44	22	50	29	4	367	442	68	71	539	435	224	85	163	0	72	79	13
K01230	2009	3113	5637	3940	1456	40	5907	1000	703	6697	951	136	1238	4279	61	3202	1470	2616	575	3307
K01231	1939	5534	631	2637	4414	1182	3016	1049	1634	1455	987	2710	518	3244	37	1031	2583	3090	142	361
K01232	12737	22976	17741	14254	1472	18162	9043	3130	25881	7554	19455	15042	8417	12340	30630	11770	17613	11824	12533	6654
K01233	966	623	137	241	52	1662	720	43	651	17	1202	85	148	419	153	262	3016	11	544	586
K01236	289	7	346	4	160	31	214	0	22	1380	218	203	13	44	81	25	0	94	63	58
K01237	11	0	0	1	0	0	1	3	3	3	0	0	2	2	4	0	0	0	0	2
K01239	15	182	64	138	3	36	45	112	186	90	181	235	93	399	27	25	121	57	6	84
K01240	21986	10457	14183	61960	10962	59093	46203	14253	62659	64256	33660	28337	37457	13202	68279	141959	68536	79291	94932	96660
K01241	573	6154	6192	1047	492	692	1158	1119	6246	3063	384	950	2057	471	110	3362	1393	476	1249	1686
K01242	457	1106	5219	261	2255	2180	322	4845	45	270	832	312	7709	1510	1177	790	567	256	1246	3008
K01243	643	1894	976	52	75	49	586	374	191	371	1893	3769	1444	439	52	920	415	212	92	17
K01244	485	65	202	251	246	316	323	18	865	23	1221	61	379	371	1398	865	316	274	980	770
K01246	24	24	61	1	2	0	0	4	1	5	2	0	1	2	0	60	6	0	7	0
K01247	1	39	0	7	46	2	2	5	58	10	10	5	0	1	10	28	4	4	0	55
K01251	0	3	5	0	2	0	20	0	0	9	0	0	0	1	2	29	0	0	2	5
K01252	4345	6453	5474	20041	4799	3292	13563	6634	10655	3336	1572	1248	13094	13535	12987	15651	18009	21004	26600	7381
K01253	80155	17519	13996	21804	108738	74087	72441	158926	15460	39325	164672	67086	83392	45052	15267	10345	23490	42463	39215	28083
K01254	15	90	49	22	20	3	81	0	250	41	26	8	120	20	2	147	395	181	63	58
K01255	3	9	65	0	0	7	0	83	6	5	66	2	31	0	64	43	16	0	28	77
K01256	43	257	25	36	113	0	48	7	51	10	17	5	39	21	198	157	479	65	155	23
K01257	0	0	0	0	1	0	0	0	0	0	5	4	2	0	1	0	0	0	0	3
K01259	59	21	5	33	37	0	1	1	65	75	20	65	124	13	3	81	133	13	15	63
K01270	0	0	3	0	4	8	12	0	0	11	2	1	0	0	1	2	0	0	2	11
K01275	12948	35393	10485	1944	7657	12316	2045	2899	4260	25282	8788	7599	17925	2576	14447	11267	14189	593	16825	6574
K01278	0	3	0	3	1	0	1	0	0	1	0	0	0	4	0	0	0	3	9	2
K01279	0	0	3	0	3	2	1	0	1	4	1	0	0	9	0	0	2	0	0	1
K01283	223	222	186	1	73	621	1478	2199	148	0	219	22	59	318	107	65	8	391	215	948
K01285	136	2437	60	342	232	1282	1579	1303	332	4	3	582	717	893	687	468	271	498	598	697
K01291	48	617	1188	258	44	1245	11	146	5	10	347	717	26	212	571	538	88	25	353	148
K01294	184	69	1233	163	235	1014	4933	44	106	12	133	618	26	57	603	48	805	356	1392	199
K01298	3918	12508	4577	8003	9608	849	16204	5036	21852	6033	5735	7653	2146	3266	9315	7872	9625	12155	22522	11070
K01300	11328	5525	33165	4536	4907	22016	3668	15564	3424	7039	7016	13806	15398	977	4765	6746	1128	19950	7917	21661
K01307	103	65	518	17	2	23	74	82	53	7	0	16	4	167	168	116	53	0	160	155
K01312	148	178	50	380	77	101	393	29	140	168	32	4	536	85	161	48	13	2004	75	222
K01313	48281	14022	69390	89036	10161	30776	14319	36922	4256	23746	72346	11001	76232	72837	19378	29589	28839	35866	48452	42053
K01314	7	0	0	4	0	4	21	3	0	0	1	0	0	0	0	1	0	1	0	0
K01315	5149	717	2064	876	940	3339	541	1533	238	179	333	1265	1381	192	414	667	3003	182	5484	1669
K01319	43	514	97	86	247	3	7	169	99	35	54	254	2	35	19	234	35	150	9	61
K01320	232	18	181	2	222	71	2	16	11	36	12	26	9	1	1	13	2	0	7	25
K01321	13900	4160	5979	6820	10659	22013	12665	7334	1266	1398	16863	9905	4369	18683	14404	4992	1488	2479	30224	7205
K01323	2	0	5	0	0	2	0	0	2	1	1	2	1	0	0	4	3	0	5	1
K01324	2	7	2	0	0	20	0	0	8	2	26	35	3	5	18	0	0	11	86	8
K01325	0	23	92	20	12	89	6	17	6	53	23	94	106	48	89	189	3	4	5	8
K01327	294	3917	802	13145	5744	1001	4183	19475	2772	8850	1814	13173	5093	3828	3677	4308	7084	2375	485	5640
K01328	9070	7387	1958	726	1114	18628	10613	8195	543	1088	8726	6860	2357	3514	4885	1458	832	1484	10056	5125
K01329	293	558	131	448	368	15	35	99	57	43	389	140	48	446	0	15	77	589	288	45
K01330	1044	4948	1342	2635	285	571	1020	3394	3300	5348	392	1516	1232	1087	5852	4117	2154	27	873	2201
K01331	0	0	0	0	1	2	2	0	2	0	3	0	20	7	0	22	6	0	0	0
K01332	527	1256	2084	3071	891	1860	1438	605	3327	1088	3165	6253	3977	1451	2133	3852	134	4056	2192	99
K01333	56944	14530	23503	12909	32812	21868	37634	38245	42772	14553	4338	50750	33047	6525	72293	9571	15297	15339	33631	6526
K01334	7	3	2	0	0	4	0	0	0	2	0	0	0	0	1	3	2	0	4	3
K01335	0	4	17	4	1	2	0	7	0	0	10	3	0	4	0	0	0	0	0	0
K01338	261	4691	1	365	860	1042	198	77	574	267	2102	0	1975	784	1215	344	193	343	721	726
K01343	72	1	4	14	19	73	10	34	0	26	78	260	11	76	45	234	49	135	38	171
K01344	0	0	0	1	1	0	9	1	6	0	0	10	0	8	1	0	0	0	0	3
K01345	44622	23875	66645	93650	20915	22882	141681	44035	36266	66530	53899	12083	12878	14210	38043	32933	31402	10816	54174	9224
K01346	35894	30431	36135	24489	11425	15809	64889	26733	31838	95077	40614	45315	31891	62760	50741	1632	76056	47387	4222	4795
K01348	0	0	0	0	18	5	0	0	0	1	0	2	3	1	1	0	0	0	0	0
K01349	5680	1299	8570	673	37275	8488	3762	13010	10052	15758	3469	11222	10308	318	12342	1605	7319	11773	10704	656
K01351	0	0	126	22	0	609	2	1	0	9	0	201	0	77	23	61	33	3	44	10
K01352	2262	4403	1221	676	1277	5205	1473	2442	1013	328	2933	722	147	6679	23321	1621	2332	80	2446	1030
K01353	5	84	8	59	86	37	12	52	71	55	71	158	12	67	38	55	143	132	54	2
K01354	239	1706	720	3425	906	2217	1540	2618	9450	1711	7185	917	4132	495	9502	2766	298	556	1507	1250
K01357	2	1	0	0	0	0	2	0	0	0	0	0	0	0	3	1	0	0	0	1
K01358	4	0	11	16	3	22	250	2	0	5	21	34	24	111	339	0	56	40	32	77
K01363	3	2	3	0	0	0	5	11	10	1	0	0	5	0	0	4	2	0	6	8
K01365	19558	23673	13976	34898	5000	33546	25990	75039	5786	83041	29211	78393	40076	13115	37333	107601	17190	27157	21272	18968
K01366	4037	3551	1285	43513	12364	11100	2605	5875	257	16885	6109	7314	1541	1570	30155	7727	2248	2979	18358	7780
K01367	36	0	13	1	24	1	19	0	15	1	0	4	0	0	1	13	1	1	0	0
K01368	0	0	2	10	0	1	0	0	2	2	0	0	2	7	0	0	1	1	0	2
K01369	1202	382	617	1069	168	303	13	269	191	1251	741	130	52	1022	47	1319	2098	135	473	63
K01370	110	167	0	24	224	76	168	4	0	2	91	25	2	100	11	31	212	41	4	35
K01371	20791	18101	27712	14576	7892	23463	25435	14103	4106	26089	16094	43576	10601	34674	5035	5454	25956	9272	3869	5735
K01373	0	0	2	0	1	1	1	0	4	2	0	1	0	1	0	1	6	2	0	1
K01374	8	130	189	50	9	11	1	14	321	25	47	19	117	3	189	131	9	0	318	250
K01375	4674	13590	9556	14532	28307	3562	13149	3344	10903	4789	2083	38013	15946	7450	5299	9156	45021	5152	3946	59226
K01379	2	15	10	82	34	0	23	2	51	19	3	100	0	1	1	0	3	1	42	22
K01380	2852	1909	2423	14743	5383	14732	2620	3133	6402	780	799	13064	2755	2996	1607	417	8480	15718	2022	373
K01382	0	1	0	0	1	0	0	0	0	1	2	0	0	0	0	0	0	0	0	1
K01384	491	50	81	50	27	161	79	0	279	116	1	175	18	172	175	146	71	264	627	1104
K01388	0	1	0	0	0	3	0	2	2	0	0	0	3	4	1	0	0	0	0	0
K01389	8	2	0	19	12	7	2	11	14	0	27	3	0	0	14	0	9	49	5	0
K01392	3	15	1	20	3	0	1	1	14	0	0	0	0	0	5	4	1	0	0	1
K01393	560	131	33	89	313	268	168	88	295	692	302	4	16	40	437	544	515	12	36	89
K01394	268	141	44	9	68	214	38	60	2	19	14	131	38	0	18	151	14	88	44	17
K01395	41	33	10	1	59	70	1	77	26	96	312	90	107	6	0	4	76	151	24	34
K01397	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
K01398	52016	86719	129945	73219	215007	124251	95950	21070	136288	201903	260359	59094	77494	59033	125848	27753	70456	102623	22656	67556
